UMAP1,UMAP2,CellType,Group
23.6438196802313,24.1054877789021,effectortcells,PCR
23.5216182029503,24.1903031668815,effectortcells,PCR
23.6494791010245,23.4820656391318,effectortcells,PCR
23.3283533687398,23.8442670522489,effectortcells,PCR
23.1032940449528,23.8626875887747,effectortcells,PCR
23.1763792988242,23.3494081226725,effectortcells,PCR
23.0209090768679,23.4539997934368,effectortcells,PCR
22.7005823619141,23.5470588531228,effectortcells,PCR
22.5811550074402,23.2880071025504,effectortcells,PCR
22.559124084227,23.0347228718776,effectortcells,PCR
22.2495382634815,23.0381060597832,effectortcells,PCR
22.2371364744523,22.883969021269,effectortcells,PCR
22.0632531323501,22.8764712528632,effectortcells,PCR
21.8348445453382,22.7779412382376,effectortcells,PCR
21.6942815821659,22.6766653232878,effectortcells,PCR
21.5349250642078,22.5316056804975,effectortcells,PCR
21.4232350728652,22.3924492823262,effectortcells,PCR
21.442935749627,22.2658127290683,effectortcells,PCR
21.4692826604162,21.9183700563043,effectortcells,PCR
21.0476683328572,22.1575088922174,effectortcells,PCR
21.0161334545407,21.8903757387414,effectortcells,PCR
21.4644192971614,21.4106188735139,effectortcells,PCR
20.7504562689328,21.550240820842,effectortcells,PCR
21.1793793967253,21.0917187505945,effectortcells,PCR
20.8085507776731,21.5224051706887,effectortcells,PCR
20.6124328849209,21.1691864244361,effectortcells,PCR
20.596205874199,21.06787925145,effectortcells,PCR
20.9394044973338,21.0641155824523,effectortcells,PCR
20.8752557399562,21.0197787345995,effectortcells,PCR
21.0104364132582,20.8888359739454,effectortcells,PCR
20.8905639113104,20.8614655307445,effectortcells,PCR
-12.9079957188827,-31.0015104382664,effectortcells,RD
-12.928500046489,-31.0907692581389,effectortcells,RD
-13.1446682308344,-31.2069384483301,effectortcells,RD
-13.2481675236575,-31.3682100893736,effectortcells,RD
-13.488987917347,-31.5145803455193,effectortcells,RD
-13.7214470411593,-31.6257095562989,effectortcells,RD
-13.9468124215112,-31.746097251934,effectortcells,RD
